doc_id,web_scraper_order,web_scraper_start_url,link,article_title,article_content,gender
60,1779450540-64,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519712,#異性 一起過一輩子的520,我想尋找合適的對象 一起過一輩子的520 關於我 年齡外觀：31歲，168/63，穿搭簡單整潔，偏好休閒，同事說我看起來比實際年輕，早餐店阿姨常叫我帥哥。 人格個性：ISTP，魔羯座，責任感重，外冷內熱，對不熟的很客氣，對熟的會講幹話，我這人比較直接有點木訥，不會通靈別人在想什麼，有話直說比較好。覺得實際行動與守護大於空口承諾，遇到問題會客觀理性處理，不喜歡逃避、冷戰。 興趣喜好：看電影、追劇、看動漫、玩遊戲、游泳、吃海鮮、旅遊，對可愛的狗勾和巧克力沒有抵抗力，我愛吃美食也喜歡新鮮的體驗，如果妳也有相似的清單，歡迎來互相分享。 工作和經濟狀況：公家機關服務，6年以上，常日班見紅休，我有自己的保險、理財與投資規劃，沒負債也無家累，雖然無法大富大貴，但過樸實無華的生活綽綽有餘，非月光族。 感情觀：我寧願自己受傷也要照顧對方的需求，一旦彼此認定交往，就會和其他異性保持清楚的空間距離。我嚮往雙方保有私人空間，在各自領域努力，但在心裡留最重要的位置給對方。不用 24 小時黏在一起，但我很看重「每天的陪伴時光」，即便只有半小時聊聊日常，也是一種幸福。 金錢觀：我不會計較零錢，錢會花在刀口上，追求cp值但不摳門，生活必需品的開銷不會省，花在我自己身上的不會想讓對方出錢，不覺得女生或男生或誰賺得多就一定要出錢。 日常生活： 平日的我生活很單純，下班後喜歡切換到『靜電模式』。窩在家看部電影、追追動漫，偶爾外出運動，或是鑽研一下有興趣的事物，這些都能讓我放鬆心情。 一到假日，我就會切換成『冒險家模式』。我很愛四處亂晃，無論是去逛百貨、找市集、看活動湊熱鬧，還是開發新的旅遊景點，只要是沒去過的地方、沒玩過的事物，我都有興趣。 希望妳 年齡相近，有正當經濟收入。 生活圈在高雄，方便照顧。 願意真心對待另一伴，分享生活，讓人生變得更有意義。 歡迎來聊聊價值觀是不是一樣，合不合適實際相處後自然會知道，如果不敢請勿聯絡我哦，我會覺得妳是詐騙或者有什問題才不敢真面目見人。 我的人生目標有包含尋找想法相似的對象，參與彼此生活、同甘共苦、不離不棄、互敬互愛一輩子，如果妳也有一樣的人生規劃歡迎交往認識看看。 祝各位都能找到專屬的好姻緣，謝謝看完~,male
61,1779450540-65,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519439,#異性 #中部#自在好相處#人生伴侶,"《關於我》 年紀：1980 / 45y 身高：180公分 體重：90公斤 星座：獅子座 MBTI：ENTJ 居住地：台中市豐原區 職業：斜槓（家族加油站管理 / 包租公 / 股票投資） 收入：財務穩定，生活具備充分餘裕 感情：單身 外貌：偏好 Clean Fit 穿搭風格，乾淨俐落。 個性：前半生是「成就解鎖狂」，現在作風 CHILL，只追求生活的「餘裕」。重視生活品味，能成為妳卸下壓力與心防的驛站。 興趣：興趣相當廣泛, 什麼都想嘗試看看。發掘質感好店品嚐美食（平時也喜歡品飲比利時白啤酒與威士忌）、周末揪三五好友KTV熱鬧一下或是郊遊踏青享受寧靜。 金錢觀：認為人生的品質不是用名片頭銜衡量，而是「美好體驗的總和」。樂於將資源投資在提升生活品質與創造彼此的共同回憶上。 家庭觀：目前已返鄉協助家族事業，重視生活與家庭之間的平衡。 生活近況：告別了過去在兆豐總行打通金融任督二脈，以及在谷關當露營區營主的高壓生活。現在不解任務了，回到豐原重新出發，專心把日常過得有品味、有故事。 真相參考：2026 個人照 - Album on ImgurDiscover the magic of the internet at Imgur, a community powered entertainment destination. Lift your spirits with funny jokes, trending memes, entertaining gifs, inspiring stories, viral videos, and so much more from users like sangola727.imgur.com 《理想伴侶》 年紀：小於39y 身高：大於157CM 體重：正常 居住地：中部地區 職業：具備穩定的工作 收入：能經濟獨立、養活自己即可 經濟：無龐大負債，有基本理財觀念，不會因金錢觀差異造成壓力。 個性：能一起享受簡單快樂，平時工作忙碌燒腦無妨，但希望能願意在彼此身邊完全放鬆、卸下裝備。 興趣：願意一起散步慢走、週末好好吃飯，能接受並享受說走就走的小旅行，一起把看似不起眼的時刻，堆疊成最牢固的回憶。 其他：若妳覺得我的經歷還算有趣，歡迎站內信聊聊。 為避免盲目的罐頭信，來信煩請附上簡單自我介紹與基本資料（年紀/職業/身高/所在地），以及幾張清楚的近期生活照。 【罐頭題問】請和我分享，如果這個週末完全沒有任何行程，妳通常會怎麼度過？或者推薦一家妳最近在台中吃到的有趣餐廳/小吃",male
62,1779450540-66,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519218,#異性 希望有機會遇到適合的緣分,大家好，謝謝點進來觀看的每個人~ 已至適婚年齡， 雖然ㄧ直想要找尋自己想要的緣份， 礙於生活圈狹小，都沒有這個機會碰到適合的人。 已單身ㄧ段時間，希望藉由大神的力量， 認識中部(中彰投)或有計畫在中部定居的女生， 徵求條件沒太大要求， 如果有結婚壓力，也想好好生活定下來， 期待1-2年內結婚，不會與公婆同住， 我沒有大富大貴，但至少衣食無缺， 很清楚什麼是需要，什麼是想要。 生活花費大多在美食及生活上，也有理財規劃 如果上述有默契，或想要互相了解認識， 都可以聊聊認識，做個朋友。 ------------------------------------------------------------------------------------------------------------------------------- [About Me] 年齡：36-38 座標：南投 學歷：大學 職業：公務人員 生活圈：中部為主，有房有車，喜歡開車到處旅遊走走 個性： 雙魚座 ISFJ朋友對我的評價大多是：脾氣好、體貼、負責任。 標準的雙魚座，有溫柔貼心的一面，也偶爾有點小迷糊。 有自己的原則，不菸不酒不檳榔也不賭。 興趣： 我喜歡旅行、美食、散心，走到哪都能發現有趣的風景。 電影口味不限，恐怖片也可以陪你一起看。 喜歡展覽，也能接受跟著打卡網美景點。 一直有很多夢想想實現：環島、出國、蜜月去馬爾地夫或北歐看極光… 希望未來能和另一半一起完成。 【感情與期待】 我談過三段感情（兩段三年多，一段七年多），算是感情專一型。 對感情有潔癖，不喜歡曖昧不清。 現在的生活是「工作 → 吃飯 → 睡覺 → 再工作」， 所以也很希望能遇到一個人，一起為生活加點色彩。 【最後】 喜歡貓狗。 希望能認識中部，或有計畫定居中部的妳， 如果你也期待一段認真而溫暖的關係， 歡迎私訊聊聊。,male
63,1779450540-67,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519210,#異性 尋找人生伴侶！,身高：170.6 外型：自己說不准😅可以互相換照 體重：68 職業：軍人 居住地：台中 興趣：唱歌（但是唱的應該算一般🤣🤣）、聽歌、看小說、追劇 運動習慣：跑步 理想型 年齡：正負5都可以 身高：不限 外型：不限 體重：不限 職業：不限 居住地：不限 興趣：不限 運動習慣：不限 只希望兩人之間可以互相陪伴 永不背叛,male
64,1779450540-68,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519178,#異性 隨緣徵人生旅伴,"🔵開門見山的說本人有約🏃過往，想必也有人有看過我先前的文章or留言，如果介意/正義魔人還煩請繞道，感激不盡🙏 🔴上述行為皆有在做好保護措施的狀況下進行，如有要討論的還請理性留言，畢竟都成年了也該為自己的行為負責，你我都是 🟡如有因此事而困擾著人生的還請三思，雖然這是在網路上但隨時都會被拿出來放大檢視（例如我） 【自我介紹】 年齡：24 身高體重：186/78 職業：學生 個性：幽默風趣好相處 興趣：動態的大多為爬山 騎腳踏車 跑步 打球 探店吃美食 說走就走的旅行 靜態有追劇 打傳說 組裝各類模型 看小說等等 ⚠️因為是使用系統模板，如有需要詳細了解的可以再私～以上為冰山一角🤣 【擇偶條件】 年齡：18-30都可（處得來比較重要） 身高體重：BMI正常左右不要差太多即可（還是看一個眼緣～） 個性：主打聊天看感覺 興趣：不限，尊重彼此的生活模式 最後附上人生中第一座百岳的日出美景，期待與妳的相遇～感謝看到這裡的大家<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/05c2c9f2-5310-43e1-979c-08f57ad0d7dc/160.webp 1x, https://megapx-assets.dcard.tw/images/05c2c9f2-5310-43e1-979c-08f57ad0d7dc/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/05c2c9f2-5310-43e1-979c-08f57ad0d7dc/320.webp""/>",male
65,1779450540-69,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261519106,#同性 #PPL #雙北,關於我 年齡：22 身高：157 地區：雙北、新竹 職業：大四學生國考準備中！ 外表：長髮，需要時會打扮 興趣：跑咖、看展、逛文創、閱讀、手工藝等等活動，也喜歡小朋友和小動物 個性：INFJ，但有時會被說像E人，熟了之後話比較多～ 關於妳 年齡：20-25 身高體重：BMI正常 其他：希望能找到個性或興趣類似的人 有所不同也沒關係！也可以當朋友 如果有願意一起讀書的朋朋也很棒(*´ω｀*) 謝謝看到這裡的妳喔～,female
66,1779450540-70,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518859,#異性 異性 尋找有緣人！,[About Me] 年齡：22～24 身材：171-173 微胖 有在健身 座標：台北 學歷：私大畢 頂大碩 外貌：短髮、會化妝打扮！ 個性：ENTJ！理性、慢熱、熟了會變活潑 興趣：健身、跑咖、散步、吃美食 希望你是 年齡：23-28 身高：175以上 體重正常 學歷：和我差不多 外貌：乾淨斯文，穿衣風格簡單乾淨 希望你會是一個open-mind的人，有穩定的內核，願意表達自己的感受。也清楚自己在一段關係中想要的是什麼。並且身邊沒有糾纏的異性和前任。（以上我都做得到🥹🥹） 聊天過確認彼此聊起來是對頻的，可以換社群媒體～,female
67,1779450540-71,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518819,#異性 徵友 認識異性伴侶,年齡：33 座標：臺南 星座：天蠍 個性:內向沉穩內斂、溫和好相處 身高：165 體重：65 學歷：中字輩碩士 職業：TSMC工程師 年薪：300up 興趣：聽音樂、散步、海景 家庭：和諧單純、家境不差 價值觀：不愛亂花錢、喜歡旅遊、善良溫暖 可以先私訊瞭解彼此 謝謝,male
68,1779450540-72,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518774,#異性 維士與女，伊其相謔，贈之以勺藥,【自我介紹】 座標:台中 年齡：1991 身高體重：172/90 職業：工程師 個性：樂天活潑愛講幹話 興趣：逛街逛書店、養小動物、看YT影片、看電影、打籃球、羽毛球、桌球 嗜好:旅行、看海、最近喜歡上騎腳踏車看風景 優點:脾氣還不錯、敢抓蟑螂、衛生習慣可以、會做儲蓄投資、人不帥但還算老實、滿愛講話也滿愛聽人講話 夢想:跟喜歡的人一起環遊世界 其他的就聊天認識吧~ 【擇偶條件】 年齡：20~35 身高體重：150-170 個性：愛笑、活潑、善良 興趣：喜歡唱歌聽歌、不排斥運動 、喜歡吃美食,male
69,1779450540-73,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518718,#異性 #異性 5月20日（三）回家作業：找一個善解人意的女孩，值日生：妳,關於我 🐾 • 基本資料： 性別：男 23歲 / 處女座 / ENFJ (聽說是很熱情的「主人公」) • 所在地： 目前在「雲林」的校園裡跟小學生鬥智鬥勇（國小老師） • 閱讀與電影： 喜歡沉浸在故事裡，不管是紙本的溫度還是大銀幕的震撼都很享受。 • 皮克敏中毒： 每天走路的動力就是為了種花、帶回新的皮克敏，如果你也是玩家，我們可以一起散步打蘑菇！ • 性格標籤： 幽默、善良，自認是個會講冷笑話的體貼人類。雖然是處女座，但對待生活更多的是熱情而非龜毛。 關於你 ✨ • 年齡： 20～24 歲之間（希望我們溝通沒有代溝，可以一起成長）。 • 地區： 台中到高雄之間（我在這範圍內活動，希望距離不是我們的阻礙）。 • 對於外表、星座沒有硬性限制，相處自在最重要。 • 希望你也是個善良、有同理心的人，如果剛好也喜歡看電影或玩皮克敏，那我們一定很有話聊！ 想對你說的話： 雖然每天在學校面對孩子們，生活單純但有時也希望能有一個人，能聽聽我分享今天發生的趣事，或是在週末一起躲進電影院。 我不追求轟轟烈烈的愛情，更喜歡細水長流的陪伴。如果你覺得我的頻率跟你對得上，歡迎留言或私訊，讓我們從朋友開始～,male
70,1779450540-74,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518429,#異性 高雄附近縣市都可（想找長期穩定的伴侶）,"性別：男 星座：巨蟹 年齡：27 身高體重：170/70(慢慢減少中）前陣子胖到72:( 工作：自家開店在店裡一起做 第一次打自介不知道打什麼,有興趣的可以聊天多認識認識！ 不菸不酒不約也不跑奇怪場所，平常都是兩點一線的生活，休息在家追劇自家運動耍廢，期待有另一半能帶我到處跑 我很少自拍 也沒有到處發照片的習慣 有機會認識的在交換照片 希望條件： 有自己的愛好興趣跟想做的事情 不菸不酒不約不跑奇怪場所 想要長期穩定經營的關係 年齡跟我的+-4上下 剩下的聊天看感覺囉",male
71,1779450540-75,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518385,#異性 徴 異性,28歲｜桃園人（台北上班） 銀行資訊人員｜生活穩定型 平常是個節奏很固定的人 上班、下班、偶爾散步 或找朋友吃飯 假日喜歡去爬山（七星山、金面山） 也蠻常亂找美食 比起熱鬧，更喜歡舒服的相處感 個性偏安靜，但熟了其實很好聊天 不太喜歡複雜人際，重視真誠 有在固定投資ETF 沒有想暴富，就是想把生活過穩一點 — 理想的相處是 可以一起吃飯、散步、聊生活 不用很精彩，但要很自在 不急著在一起 但如果合得來，希望是往長期走 如果你也喜歡這種步調 可以來聊聊,male
72,1779450540-76,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518213,#異性 #台中 想認識肉肉女生,"Ggazuhaaaa比起標準身材 我更容易被那種有肉感的女生吸引 相處自然 不用刻意找話題也不會尷尬 更重要的是 能不能一起吃宵夜 一起耍廢 一起把生活過得開開心心<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/aa8a821f-06ed-4276-8f8f-c6a94453964e/160.webp 1x, https://megapx-assets.dcard.tw/images/aa8a821f-06ed-4276-8f8f-c6a94453964e/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/aa8a821f-06ed-4276-8f8f-c6a94453964e/320.webp""/>我想會有人問肉肉的標準是什麼 沒有特定刻意的標準 就是看整體感覺 自然順眼比較重要<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/c63e532b-4177-462b-95fb-bf6424e43739/160.webp 1x, https://megapx-assets.dcard.tw/images/c63e532b-4177-462b-95fb-bf6424e43739/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/c63e532b-4177-462b-95fb-bf6424e43739/320.webp""/>我：年齡：25 住台中 職業：早市 身高體重：175/75 天蠍座 INFJ 個性：內向 脾氣好 獨立 單純 願意溝通 重視儀式感 責任感 興趣：平常會煮飯或嘗試網路上看到的料理 追一些動漫 玩遊戲 整理東西喜歡整齊乾淨香香的 有收集一些公仔 不菸酒檳榔 會開車車家裡的 住家裡偏鄉 母胎單身 ————————————————————————— 希望妳： 大概落在20～29上下 在中部生活 有點肉感 會稍微打扮就很好 個性好相處就很加分 有興趣可以私訊 先從聊天交朋友開始<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/e09aa338-95bf-447d-84aa-c9eae1721958/160.webp 1x, https://megapx-assets.dcard.tw/images/e09aa338-95bf-447d-84aa-c9eae1721958/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/e09aa338-95bf-447d-84aa-c9eae1721958/320.webp""/>分享一下減肥前的照片<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/8eaf7655-e9a7-4ff6-a13f-bad515a2ca0b/160.webp 1x, https://megapx-assets.dcard.tw/images/8eaf7655-e9a7-4ff6-a13f-bad515a2ca0b/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/8eaf7655-e9a7-4ff6-a13f-bad515a2ca0b/320.webp""/>",male
73,1779450540-77,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261518141,#異性 #交朋友 #佛系找另一半,年紀：23 身高：158 體重：50（不瘦，因為我的體脂有點高） 星座：金牛座 出沒地：台北、桃園 職業：學生 學歷：碩一在讀 感情：一任，半年，已斷聯 外貌：長髮、有瀏海、自認為氣質可愛🤣（朋友覺得我在亂講，因為一開口就破功）、只會化淡妝（讓自己看起來有氣色） 個性：開朗、愛笑（冷笑話都會捧場的程度）、撒嬌、大剌剌 興趣：看動漫、逛街、吃美食、喜歡去動物園或牧場（要是你會怕也沒關係，沒有必須要跟我去）、有時候有點宅，但可以拉我出門，最近想嘗試新事物 《理想伴侶》 年紀：22-26y 身高：170+ 體重：有健康的體態 居住地：北部為主 職業：不限 學歷：大學 感情：不限，但要斷乾淨 外貌：打扮乾淨、整齊 個性：開朗、幽默、情緒穩定、喜歡分享生活與想法 興趣：都可以 其他：希望是愛乾淨的人，因為我有小小潔癖 備註： 大概一年前有發過文，也認識過不錯的人，只是後來發現彼此在價值觀跟對未來的想法上沒有那麼適合，所以沒有繼續。這段時間也有稍微反思一下自己，覺得以前有些表達方式可能不夠周到。如果曾經讓人感到不舒服，我想說聲抱歉。想用比較成熟一點的心態，再重新認識看看新的人。,female
74,1779450540-78,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261517633,#同性 #同性 找穩 中部為主,C叮咚今年26歲，彰化人，感覺這裡真的是沙漠，所以發文希望可以多認識人 現在是一名護理師 希望可以認識一個相處自在、互相陪伴生活的人。 方便的話可以帶上自我介紹或是照片私訊，比較能夠認識你 ⸻ 📍關於我 • 角色偏一（蠻偏的那種0.8？ 另一半有需求的話也可以溝通配合 • 外型：雙眼皮、膚況好、白淨乾淨，不化妝， 外表不太像圈內人，顏值自認是還能看， （偶爾會被誇那種、在長相評分板大概7、80 （不知道有沒有可信度🤣 底下有放連結，認識的幫低調 私訊可以給更多照 • 個性溫和、內向、熟了有時會當搞笑男、 玩梗、善良， 有時喜歡打嘴砲XD ⸻ 📍生活日常 • 偶爾會跟朋友出去吃飯、逛街、唱歌耍廢 • 滑雪初學者、喜歡雪的加分 • 自己的時間喜歡： ☑️ 看影片 ☑️ 玩遊戲（ps5、手遊：傳說、異環 ☑️ 追劇（歐美劇、韓劇、動漫、有興趣的我都看） ☑️ 吃美食 ☑ 偶爾去看看表演 ☑️ 找看起來好玩的事情或是地點 😆 ⸻ 📍感情觀 我喜歡自然舒服的相處方式： • 熱戀期可以天天分享、常常黏 • 關係穩定後，也能自在做彼此的事 • 不用每天膩在一起，但想到你時就會傳訊息、偶爾分享彼此生活，約會聊聊趣事 重視互相尊重、空間感、溝通感： • 可以接受彼此跟朋友出去，當然有介意的點也可以互相溝通協議，覺得有問題的朋友或不想對方參加的聚會也可以討論在意的點，要不要去或是帶對方一起去之類的 • 不會突然失聯一整天，不喜歡對方突然消失又不解釋 • 蠻看重理性溝通，不太喜歡情緒化，希望有事可以先把話說開，再彼此協調好的方式解決問題 我喜歡的感情是： ✔️ 相互付出 ✔️ 雙方情緒穩定 ✔️ 有事能溝通、不悶著不講 ✔️ 能一起成長，互相陪伴 ⸻ 📍理想型參考（但不是硬性要求！） • 個性單純善良、樂觀 • 能彼此付出、維持舒服平等的關係 • 個性特質希望你是： ☑️ 有上進心、有同理心 ☑️ 有自己擅長或喜歡做的事 ☑️ 樂觀開朗、溫柔體貼、獨立、不斤斤計較 ☑️ 孝順、不吃檳榔、乾淨清爽、皮膚好 ☑️ 喜歡動物（加分💯） ☑️ 外表或氣質不會讓人一眼看出是圈內人（我喜歡低調型） ☑唱歌或聲音好聽加分😆 ☑️身高不在意 有交往過一樣高的也有180左右的 ☑️角色自己覺得不是大問題 都可以配合 （但開放式關係自己現階段還不太能接受🙏 ☑年齡（希望正負3，最多到正負8） 希望彼此相處時可以開心的時候像小孩、偶爾耍幼稚，在需要嚴肅的時候也會成熟彼此理性討論 ❣️理想型參考： 外表乾淨不邋遢、笑起來好看、像小狗狗那種 近期有發現蠻容易被單眼皮男生吸引🤣 憨厚老實的那種很可愛 年齡正負8都可接受 遠距也不排斥（但希望至少一個月能見2次 👉純參考，其實只要順眼就好！ 更在意的相處起來舒服自在～ 放上幾張照片！供參考～ 有些好朋友跟關係好的家人知道 但不太想被其他不熟的人當話題聊 （如果太多人認出來可能會撤掉🥹 同性中部感情男友愛情,male
75,1779450540-79,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261517596,#異性 520沒另一半的都來！,【關於我】 21歲，是個學生 MBTI: ISFJ 身高體重：174-176/65 個性：有主見、慢熟、沉穩、理性、注重儀式感、反差 興趣：運動、登山、攝影、旅行、下棋、烹飪、探索美食、看動物星球頻道，路上看到鳥會停下來拍，熟了會喜歡講冷笑話，目前在自學日語，之後也打算學習西班牙語，歡迎交流 職業：台大二類組學生 出沒地點：雙北為主 【希望你】 也是學生 位於北部為佳，但其他地區也歡迎 愛乾淨、不抽煙、不突然消失 嬌小可愛型、身材適中到微肉 個性活潑主動、有分享欲、黏人、不要太I 如果有認為可以認識看看的朋友，再麻煩開個私訊或留個聯絡方式！ 以上～謝謝看到這裡的各位朋友們 希望大家都能認識到自己想要的對象～呱呱🦆,male
76,1779450540-80,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261517570,#異性 南部警找人生隊友👀,C後來突然發現今天是520 然後最近剛從日本回來 去日本的時候總是看到人家成雙成對的 好像是該給自己一個機會🙏 以前有發過文章 但都沒有後續 所以再給自己一次機會 話說我很容易戀愛腦🙂 關於我 職業：警察（外勤輪班的那種 希望您可以體諒的話再來跟我認識～ 身材：28y 170/73（不是高個也沒有肌肉😆 地區：台南人～高雄嘉義常常跑 興趣：出遊走走看看、看電影看球賽看演唱會看音樂劇看喜劇、愛逛街亂買衣服和公仔🤣 希望您 有份正當的工作 跟我不會距離太遠 （彰化以北好像就算遠了？ 未來我應該也是繼續生活在南部 希望可以認識有一樣想法的您 然後傾向有結婚生子的打算～ 希望認識的開始可以交換照片 畢竟要相處很久很久 所以有沒有眼緣應該很重要吧？👀 Ps.如果真的不小心被認出，不要來認親我🙏伴侶異性女友單身台南,male
77,1779450540-81,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261517543,#異性 應屆畢業生徵友,輔仁大學今天是520，想說再來發最後一次，之前發過一次文，但聊到後面很多人都沒有再回覆，我也尊重沒有再打擾，如果這次還是失敗我就決定放棄（？） 拜託各位認識的不要認親謝謝 - 關於我 年齡：今年要滿23 學歷：頭上這間一類預計下個月畢業 個性：理性、有點龜毛、常常被說可愛、看起來情緒穩定但可能內心狂罵（？）、講話有時候很欠揍 身高體重：170+/65左右（目前在減肥中） 外表：常常素顏的普通路人，大家會回頭大概都是因為身高，眼睛內雙，頭髮是長長的粉紅色巴黎畫染，臉圓圓ಠ_ಠ，不知道算不算是嬰兒肥，雖然很多人說可愛，但本人非常不喜歡 職業：目前還沒有定案，應該會繼續待在雙北 興趣：睡覺、咖啡廳、香氛、保養、美妝、美甲、酷洛米 技能：會開車騎車、做各種食物 其他關於我 1.生活圈很單純，基本上是學校-租處-餐廳-老家，偶爾去逛街買買美妝保養香氛 2.我很挑食也不愛吃飯，平均一天只吃兩餐，常常只吃一餐可以陪別人吃東西但不要叫我吃 3.身體很不健康，目前重大傷病申請中 4.很會記得各種小事，但缺點就是會記仇 5.雖然興趣是美妝，其實超不會化妝，工具很齊全但手很笨不會用 - 希望你 座標：北部佳，其他地方也可以，不要外島或國外就好 年齡：22-30 身高：165+（如果你能接受比我矮我是沒差） 身材：bmi正常，有健身除外 職業：有正當職業，公職加分 興趣：希望你喜歡有我喜歡的東西😆沒有也沒關係，這樣也許更有趣 外貌：乾淨，其他就看感覺跟眼緣 個性：體貼、願意溝通、情緒穩定、願意面對問題、有基本禮貌 拒絕❌：非單身、成癮的酗酒跟抽煙（交際可接受）、檳榔、大面積刺青、媽寶、奇怪的負債、冷暴力、迴避型、控制狂 其他： 希望你不要太黏，能保有彼此的空間 我之後工作了想養貓，希望你也喜歡貓 希望你看到訊息就會回，不要一天只回個一兩次 希望你是好聊的不要一直句點我 希望你不想要小孩，因為我有很多不行生小孩的理由 - 超過年紀或我開的條件就不要再來留言了，以上都是我的最低底線，差太多我真的沒辦法接受，抱歉 歡迎下面簡單自我介紹，我再去私訊你，因為我在這個版留言開私訊功能都會有一堆莫名其妙的人來私訊我，所以我不想開 如果不想公開自我介紹，可以開私訊留言「明確」告知我要私訊介紹，我會去私訊你，拜託不要只一句私訊或想認識，我不會通靈，會不知道你到底要幹嘛 2天沒回覆，就代表你不是我的菜，就不再多做回覆，如果介意者請不要留言 拜託不要一上來就身家調查，讀什麼家裡怎麼樣之類的，很沒有邊界感又不尊重對方隱私，這些事情可以等熟一點再說 - 希望感情是舒服的，而不是消耗的 比起轟轟烈烈，我更喜歡穩定、尊重、能好好溝通 - 其他想到再補上 - 最後附上一張百香果園冒險照（？）,female
78,1779450540-82,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/261517517,#擇偶心得 聊了半個月 才發現對方是西斯約砲仔,國立雲林科技大學 電機工程系本身性愛不能分離，都有一直在擇偶版找對象。 陸陸續續都有聊到天，不過有些太遠或是價值觀不同，後來都沒聊了 這次對象是我覺得最主動的，聊天都蠻友善的，也會互相鼓勵工作， 只是聊沒幾個小時就換到line 聊天，然候就開始歪樓聊天，本來沒多想，覺得自己撿到寶，遇到一個背景條件、外在條件都好的對象。 那天聊完之後，偶爾她也會傳清涼照給我，甚至主動視訊（對方都不開鏡頭） 暈爛 暈爛 暈爛 接著每天都在等對方下班聊天，只是每次都要等到凌晨才回個兩句話，就又失蹤了。 後來跟幾個朋友聊到這件事，才去查dcard的帳號日期，今年才辦的帳號😑😑 而且追蹤居然上千，朋友說這個帳號很高機率是網紅或是一定有在西斯版發文。 結果：對方在西斯版有發文，而且上傳不少跟砲友做愛的片。 我心都涼了，跟對方攤牌，對方已讀不回。 覺得自己是🤡🤡🤡 下船 下船約感情單身異性愛情,male
